"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"Alamos Gold",2016,"AlamosGold_2016","Private company","MNE","Mining","Extractives and Minerals Processing","Canada","Northern America",NA,"english"
"Alcoa",2016,"Alcoa_2016","Private company","MNE","Metals Products","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"Alcoa Aluminio",2016,"AlcoaAluminio_2016","Subsidiary","Large","Metals Products","Extractives and Minerals Processing","Brazil","Latin America & the Caribbean","No","non-english"
"ALDI Nord",2016,"ALDINord_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Germany","Europe","No","english"
"ALDI SOUTH GROUP",2016,"ALDISOUTHGROUP_2016","Private company","Large","Retailers","Consumer Goods","Germany","Europe","No","english"
"Alecta",2016,"Alecta_2016","Cooperative","Large","Financial Services","Financials","Sweden","Europe","No","english"
"ALEEES",2016,"ALEEES_2016","Private company","MNE","Chemicals","Resource Transformation","Taiwan","Asia","No","non-english"
"AlEn",2016,"AlEn_2016","Private company","Large","Household and Personal Products","Consumer Goods","Mexico","Latin America & the Caribbean",NA,"non-english"
"Alfa Laval",2016,"AlfaLaval_2016","Private company","Large","Other","Other","Sweden","Europe",NA,"english"
"Alfa-Bank",2016,"Alfa-Bank_2016","Private company","Large","Financial Services","Financials","Russian Federation","Europe",NA,"non-english"
"Aliansce Shopping Centers",2016,"AliansceShoppingCenters_2016","Private company","Large","Commercial Services","Financials","Brazil","Latin America & the Caribbean",NA,"non-english"
"Alibaba Group",2016,"AlibabaGroup_2016","Private company","MNE","Retailers","Consumer Goods","Mainland China","Asia",NA,"non-english"
"Alinta Energy",2016,"AlintaEnergy_2016","Private company","MNE","Energy","Extractives and Minerals Processing","Australia","Oceania","No","english"
"Alken-Maes",2016,"Alken-Maes_2016","Subsidiary","Large","Food and Beverage Products","Food and Beverage","Belgium","Europe",NA,"non-english"
"All Nippon Airways Company Limited",2016,"AllNipponAirwaysCompanyLimited_2016","Private company","Large","Aviation","Transportation","Japan","Asia","No","non-english"
"Allianz Brasil",2016,"AllianzBrasil_2016","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean","Yes","non-english"
"Allianz France",2016,"AllianzFrance_2016","Private company","Large","Financial Services","Financials","France","Europe","No","non-english"
"Allianz Malaysia Berhad",2016,"AllianzMalaysiaBerhad_2016","Private company","Large","Financial Services","Financials","Malaysia","Asia",NA,"english"
"Allianz SE",2016,"AllianzSE_2016","Private company","MNE","Financial Services","Financials","Germany","Europe","No","english"
"Allied Industrial Corp., Ltd.",2016,"AlliedIndustrialCorp.,Ltd._2016","Private company","Large","Chemicals","Resource Transformation","Taiwan","Asia","No","non-english"
"Alltek Technology Corp.",2016,"AlltekTechnologyCorp._2016","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"Alm. Brand",2016,"Alm.Brand_2016","Private company","Large","Financial Services","Financials","Denmark","Europe",NA,"non-english"
"Alma Media Group",2016,"AlmaMediaGroup_2016","Private company","Large","Media","Technology and Communications","Finland","Europe","No","english"
"Almacenes la 14",2016,"Almacenesla14_2016","Private company","Large","Retailers","Consumer Goods","Colombia","Latin America & the Caribbean",NA,"non-english"
"ALPHA Bank",2016,"ALPHABank_2016","Private company","Large","Financial Services","Financials","Greece","Europe","No","english"
"Alpina",2016,"Alpina_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Colombia","Latin America & the Caribbean","No","non-english"
"Alpine Electronics",2016,"AlpineElectronics_2016","Subsidiary","MNE","Consumer Durables","Consumer Goods","Japan","Asia",NA,"non-english"
"ALROSA PJSC",2016,"ALROSAPJSC_2016","State-owned company","Large","Mining","Extractives and Minerals Processing","Russian Federation","Europe","No","non-english"
"Alstom",2016,"Alstom_2016","Private company","MNE","Energy Utilities","Infrastructure","France","Europe",NA,"english"
"alstria office REIT-AG",2016,"alstriaofficeREIT-AG_2016","Private company","Large","Real Estate","Infrastructure","Germany","Europe","No","english"
"Altana",2016,"Altana_2016","Private company","Large","Chemicals","Resource Transformation","Germany","Europe",NA,"non-english"
"Altarea Cogedim",2016,"AltareaCogedim_2016","Private company","Large","Real Estate","Infrastructure","France","Europe",NA,"english"
"ALTEN",2016,"ALTEN_2016","Private company","MNE","Other","Other","France","Europe",NA,"english"
"Alteo Limited",2016,"AlteoLimited_2016","Private company","Large","Agriculture","Food and Beverage","Mauritius","Africa",NA,"non-english"
"Alterfin",2016,"Alterfin_2016","Private company","SME","Financial Services","Financials","Belgium","Europe","No","non-english"
"Altia",2016,"Altia_2016","State-owned company","Large","Food and Beverage Products","Food and Beverage","Finland","Europe","No","english"
"Altri",2016,"Altri_2016","Private company","Large","Conglomerates","Conglomerates","Portugal","Europe",NA,"english"
"Altria Group",2016,"AltriaGroup_2016","Private company","Large","Tobacco","Food and Beverage","United States of America","Northern America","No","english"
"Altron (Allied Electronics Corporation Limited)",2016,"Altron(AlliedElectronicsCorporationLimited)_2016","Private company","MNE","Telecommunications","Technology and Communications","South Africa","Africa","No","non-english"
"Alumina",2016,"Alumina_2016","Private company","MNE","Mining","Extractives and Minerals Processing","Australia","Oceania",NA,"english"
"Aluminum Corporation of China",2016,"AluminumCorporationofChina_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Amada Co",2016,"AmadaCo_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Japan","Asia",NA,"non-english"
"Amadeus",2016,"Amadeus_2016","Private company","Large","Commercial Services","Financials","Spain","Europe","No","english"
"AMAG Austria Metall",2016,"AMAGAustriaMetall_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Austria","Europe","Yes","english"
"AMATA S.A",2016,"AMATAS.A_2016","Private company","SME","Forest and Paper Products","Renewable Resources & Alternative Energy","Brazil","Latin America & the Caribbean",NA,"non-english"
"Amatheon Agri Holding N.V.",2016,"AmatheonAgriHoldingN.V._2016","Public institution","Large","Food and Beverage Products","Food and Beverage","Germany","Europe","No","english"
"AmBank Group",2016,"AmBankGroup_2016","Private company","Large","Financial Services","Financials","Malaysia","Asia","No","english"
"AMD (Advanced Micro Devices)",2016,"AMD(AdvancedMicroDevices)_2016","Private company","MNE","Technology Hardware","Technology and Communications","United States of America","Northern America","No","english"
"Amedia",2016,"Amedia_2016","Private company","Large","Media","Technology and Communications","Norway","Europe",NA,"non-english"
"Amer Sports",2016,"AmerSports_2016","Private company","MNE","Equipment","Resource Transformation","Finland","Europe","No","english"
"American Airlines",2016,"AmericanAirlines_2016","Private company","Large","Aviation","Transportation","United States of America","Northern America","No","english"
"American Express",2016,"AmericanExpress_2016","Private company","Large","Financial Services","Financials","United States of America","Northern America","No","english"
"American Forest & Paper Association",2016,"AmericanForest&PaperAssociation_2016","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","United States of America","Northern America","No","english"
"AmeriPride Services",2016,"AmeriPrideServices_2016","Private company","Large","Textiles and Apparel","Consumer Goods","United States of America","Northern America","No","english"
"AMF",2016,"AMF_2016","Private company","Large","Financial Services","Financials","Sweden","Europe","Yes","english"
"AMN Healthcare",2016,"AMNHealthcare_2016","Private company","Large","Healthcare Services","Healthcare","United States of America","Northern America","No","english"
"Amnesty International UK",2016,"AmnestyInternationalUK_2016","Non-profit organization","Large","Non-Profit / Services","Non-Profit / Services","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"AMP Capital Investors",2016,"AMPCapitalInvestors_2016","Subsidiary","Large","Financial Services","Financials","Australia","Oceania",NA,"english"
"Anadarko Petroleum Corporation",2016,"AnadarkoPetroleumCorporation_2016","Private company","MNE","Energy","Extractives and Minerals Processing","United States of America","Northern America",NA,"english"
"Anas S.p.A.",2016,"AnasS.p.A._2016","State-owned company","Large","Other","Other","Italy","Europe","No","non-english"
"Anasoft",2016,"Anasoft_2016","Private company","SME","Technology Hardware","Technology and Communications","Slovak Republic","Europe",NA,"english"
"Andreani",2016,"Andreani_2016","Private company","Large","Logistics","Transportation","Argentina","Latin America & the Caribbean",NA,"non-english"
"Andres Carne de Res",2016,"AndresCarnedeRes_2016","Private company","SME","Food and Beverage Products","Food and Beverage","Colombia","Latin America & the Caribbean",NA,"non-english"
"Andulela Investment Holdings",2016,"AndulelaInvestmentHoldings_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"ANGKOR GOLD CORP.",2016,"ANGKORGOLDCORP._2016","Private company","SME","Mining","Extractives and Minerals Processing","Cambodia","Asia",NA,"english"
"Anglo American",2016,"AngloAmerican_2016","Private company","Large","Mining","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"Anglo American Chile",2016,"AngloAmericanChile_2016","Subsidiary","Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean","No","non-english"
"Anglo American Platinum",2016,"AngloAmericanPlatinum_2016","Private company","Large","Mining","Extractives and Minerals Processing","South Africa","Africa",NA,"english"
"Angola Stock Exchange BODIVA",2016,"AngolaStockExchangeBODIVA_2016","Public institution","SME","Financial Services","Financials","Angola","Africa",NA,"non-english"
"Anhui Conch Cement",2016,"AnhuiConchCement_2016","Private company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Anhui Conch Group Co., Ltd",2016,"AnhuiConchGroupCo.,Ltd_2016","State-owned company","Large","Construction Materials","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Anhui Expressway",2016,"AnhuiExpressway_2016","State-owned company","Large","Railroad","Infrastructure","Mainland China","Asia",NA,"non-english"
"ANHUI GUJING DISTILLERY",2016,"ANHUIGUJINGDISTILLERY_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Mainland China","Asia","No","non-english"
"Anhui Heli",2016,"AnhuiHeli_2016","State-owned company","Large","Equipment","Resource Transformation","Mainland China","Asia",NA,"non-english"
"Anhui Sun-Create Electronics",2016,"AnhuiSun-CreateElectronics_2016","Private company","Large","Other","Other","Mainland China","Asia",NA,"non-english"
"Anhui Ustc Iflytek",2016,"AnhuiUstcIflytek_2016","Private company","SME","Computers","Technology and Communications","Mainland China","Asia","No","non-english"
"Anhui Wanwei Updated High-Tech Material Industry",2016,"AnhuiWanweiUpdatedHigh-TechMaterialIndustry_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Mainland China","Asia",NA,"non-english"
"Anhui Water Resources",2016,"Anhui Water Resources_2016","State-owned company","Large","Construction","Infrastructure","Mainland China","Asia",NA,"non-english"
"Anritsu Corporation",2016,"AnritsuCorporation_2016","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","No","non-english"
"Ansys",2016,"Ansys_2016","Private company","MNE","Railroad","Infrastructure","South Africa","Africa",NA,"english"
"Antam",2016,"Antam_2016","State-owned company","Large","Mining","Extractives and Minerals Processing","Indonesia","Asia","No","non-english"
"Antamina",2016,"Antamina_2016","Private company","Large","Mining","Extractives and Minerals Processing","Peru","Latin America & the Caribbean","No","english"
"Antofagasta Minerals",2016,"AntofagastaMinerals_2016","Private company","Large","Mining","Extractives and Minerals Processing","Chile","Latin America & the Caribbean","No","non-english"
"ANWB",2016,"ANWB_2016","Cooperative","Large","Tourism/Leisure","Tourism/Leisure","Netherlands","Europe","No","non-english"
"ANXIN TRUST",2016,"ANXINTRUST_2016","Private company","SME","Financial Services","Financials","Mainland China","Asia","No","non-english"
"ANZ Royal",2016,"ANZRoyal_2016","Public institution","Large","Financial Services","Financials","Cambodia","Asia",NA,"english"
"AO Johansen",2016,"AOJohansen_2016","Private company","MNE","Retailers","Consumer Goods","Denmark","Europe",NA,"non-english"
"Aozora Bank, Ltd.",2016,"AozoraBank,Ltd._2016","Private company","MNE","Financial Services","Financials","Japan","Asia","No","non-english"
"APA Group",2016,"APAGroup_2016","Private company","Large","Energy Utilities","Infrastructure","Australia","Oceania",NA,"english"
"Apache Corporation",2016,"ApacheCorporation_2016","Private company","MNE","Energy","Extractives and Minerals Processing","United States of America","Northern America","No","english"
